stimulus_2,label_2,is_match_2,shouldpress_2,key_resp_6.keys,key_resp_6.rt
circle.png,desirable self,1,M,m,0.7909142
diamond.png,desirable self,0,Z,z,0.7498566
circle.png,desirable self,1,M,m,1.0789733
circle.png,disgusting self,0,Z,z,1.182117
diamond.png,desirable self,0,Z,z,1.1847464
diamond.png,disgusting self,1,M,m,0.6310696
diamond.png,desirable self,0,Z,z,0.833426
diamond.png,disgusting self,1,M,z,1.1189042
circle.png,desirable self,1,M,m,0.8725815
circle.png,disgusting self,0,Z,m,0.8279784
diamond.png,disgusting self,1,M,z,1.1684705
circle.png,desirable self,1,M,m,1.2892262
circle.png,disgusting self,0,Z,z,0.9864525
diamond.png,desirable self,0,Z,z,1.5454507
diamond.png,desirable self,0,Z,z,1.2025999
circle.png,disgusting self,0,Z,z,1.1848766
circle.png,desirable self,1,M,m,0.975098
diamond.png,disgusting self,1,M,m,0.66135
circle.png,disgusting self,0,Z,z,0.8268111
circle.png,desirable self,1,M,m,1.0997601
diamond.png,desirable self,0,Z,z,0.8221398
diamond.png,disgusting self,1,M,z,1.1607289
circle.png,disgusting self,0,Z,z,0.899129
diamond.png,desirable self,0,Z,z,1.0786339
circle.png,desirable self,1,M,m,0.68996
diamond.png,disgusting self,1,M,m,0.5812041
diamond.png,desirable self,0,Z,z,0.9245729
circle.png,desirable self,1,M,m,1.7420911
circle.png,disgusting self,0,Z,z,1.3353126
diamond.png,disgusting self,1,M,m,0.729911
circle.png,disgusting self,0,Z,z,0.8287488
diamond.png,disgusting self,1,M,z,1.5256942
diamond.png,desirable self,0,Z,z,1.2316491
circle.png,desirable self,1,M,None,
diamond.png,disgusting self,1,M,m,1.7258066
circle.png,desirable self,1,M,m,1.4236876
circle.png,disgusting self,0,Z,z,1.028403
diamond.png,desirable self,0,Z,z,1.0366728
circle.png,desirable self,1,M,z,1.013889
diamond.png,disgusting self,1,M,m,1.5444711
circle.png,disgusting self,0,Z,z,0.9451743
diamond.png,desirable self,0,Z,z,1.3456852
circle.png,desirable self,1,M,m,0.7532078
circle.png,disgusting self,0,Z,z,1.3489035
diamond.png,desirable self,0,Z,z,0.9906664
diamond.png,disgusting self,1,M,z,1.0133147
diamond.png,desirable self,0,Z,z,1.2222248
circle.png,disgusting self,0,Z,z,0.9890898
circle.png,desirable self,1,M,m,1.01913
diamond.png,disgusting self,1,M,m,0.7600084
circle.png,disgusting self,0,Z,z,0.8853916
diamond.png,disgusting self,1,M,m,0.8033097
diamond.png,desirable self,0,Z,z,0.7942027
circle.png,desirable self,1,M,m,0.7858097
